tid	seat	row	section_name	venue_name
2193	2	5	Balcony	Capitol Theatre Windsor
2194	3	5	Balcony	Capitol Theatre Windsor
2195	4	5	Balcony	Capitol Theatre Windsor
2196	5	5	Balcony	Capitol Theatre Windsor
2197	6	5	Balcony	Capitol Theatre Windsor
2198	7	5	Balcony	Capitol Theatre Windsor
2199	8	5	Balcony	Capitol Theatre Windsor
2200	9	5	Balcony	Capitol Theatre Windsor
2201	10	5	Balcony	Capitol Theatre Windsor
2202	11	5	Balcony	Capitol Theatre Windsor
2203	12	5	Balcony	Capitol Theatre Windsor
2204	13	5	Balcony	Capitol Theatre Windsor
2205	14	5	Balcony	Capitol Theatre Windsor
2206	15	5	Balcony	Capitol Theatre Windsor
2207	16	5	Balcony	Capitol Theatre Windsor
2208	17	5	Balcony	Capitol Theatre Windsor
2209	18	5	Balcony	Capitol Theatre Windsor
2210	19	5	Balcony	Capitol Theatre Windsor
2211	20	5	Balcony	Capitol Theatre Windsor
2212	1	6	Balcony	Capitol Theatre Windsor
2213	2	6	Balcony	Capitol Theatre Windsor
2214	3	6	Balcony	Capitol Theatre Windsor
2215	4	6	Balcony	Capitol Theatre Windsor
2216	5	6	Balcony	Capitol Theatre Windsor
2217	6	6	Balcony	Capitol Theatre Windsor
2218	7	6	Balcony	Capitol Theatre Windsor
2219	8	6	Balcony	Capitol Theatre Windsor
2220	9	6	Balcony	Capitol Theatre Windsor
2221	10	6	Balcony	Capitol Theatre Windsor
2222	11	6	Balcony	Capitol Theatre Windsor
2223	12	6	Balcony	Capitol Theatre Windsor
2224	13	6	Balcony	Capitol Theatre Windsor
2225	14	6	Balcony	Capitol Theatre Windsor
2226	15	6	Balcony	Capitol Theatre Windsor
2227	16	6	Balcony	Capitol Theatre Windsor
2228	17	6	Balcony	Capitol Theatre Windsor
2229	18	6	Balcony	Capitol Theatre Windsor
2230	19	6	Balcony	Capitol Theatre Windsor
2231	20	6	Balcony	Capitol Theatre Windsor
2232	1	1	Main Floor	Capitol Theatre Windsor
2233	2	1	Main Floor	Capitol Theatre Windsor
2234	3	1	Main Floor	Capitol Theatre Windsor
2235	4	1	Main Floor	Capitol Theatre Windsor
2236	5	1	Main Floor	Capitol Theatre Windsor
2237	6	1	Main Floor	Capitol Theatre Windsor
2238	7	1	Main Floor	Capitol Theatre Windsor
2239	8	1	Main Floor	Capitol Theatre Windsor
2240	9	1	Main Floor	Capitol Theatre Windsor
2241	10	1	Main Floor	Capitol Theatre Windsor
2242	11	1	Main Floor	Capitol Theatre Windsor
2243	12	1	Main Floor	Capitol Theatre Windsor
2244	13	1	Main Floor	Capitol Theatre Windsor
2245	14	1	Main Floor	Capitol Theatre Windsor
2246	15	1	Main Floor	Capitol Theatre Windsor
2247	16	1	Main Floor	Capitol Theatre Windsor
2248	17	1	Main Floor	Capitol Theatre Windsor
2249	18	1	Main Floor	Capitol Theatre Windsor
2250	19	1	Main Floor	Capitol Theatre Windsor
2251	20	1	Main Floor	Capitol Theatre Windsor
2252	21	1	Main Floor	Capitol Theatre Windsor
2253	22	1	Main Floor	Capitol Theatre Windsor
2254	23	1	Main Floor	Capitol Theatre Windsor
2255	24	1	Main Floor	Capitol Theatre Windsor
2256	25	1	Main Floor	Capitol Theatre Windsor
2257	1	2	Main Floor	Capitol Theatre Windsor
2258	2	2	Main Floor	Capitol Theatre Windsor
2259	3	2	Main Floor	Capitol Theatre Windsor
2260	4	2	Main Floor	Capitol Theatre Windsor
2261	5	2	Main Floor	Capitol Theatre Windsor
2262	6	2	Main Floor	Capitol Theatre Windsor
2263	7	2	Main Floor	Capitol Theatre Windsor
2264	8	2	Main Floor	Capitol Theatre Windsor
2265	9	2	Main Floor	Capitol Theatre Windsor
2266	10	2	Main Floor	Capitol Theatre Windsor
2267	11	2	Main Floor	Capitol Theatre Windsor
2268	12	2	Main Floor	Capitol Theatre Windsor
2269	13	2	Main Floor	Capitol Theatre Windsor
2270	14	2	Main Floor	Capitol Theatre Windsor
2271	15	2	Main Floor	Capitol Theatre Windsor
2272	16	2	Main Floor	Capitol Theatre Windsor
2273	17	2	Main Floor	Capitol Theatre Windsor
2274	18	2	Main Floor	Capitol Theatre Windsor
2275	19	2	Main Floor	Capitol Theatre Windsor
2276	20	2	Main Floor	Capitol Theatre Windsor
2277	21	2	Main Floor	Capitol Theatre Windsor
2278	22	2	Main Floor	Capitol Theatre Windsor
2279	23	2	Main Floor	Capitol Theatre Windsor
2280	24	2	Main Floor	Capitol Theatre Windsor
2281	25	2	Main Floor	Capitol Theatre Windsor
2282	1	3	Main Floor	Capitol Theatre Windsor
2283	2	3	Main Floor	Capitol Theatre Windsor
2284	3	3	Main Floor	Capitol Theatre Windsor
2285	4	3	Main Floor	Capitol Theatre Windsor
2286	5	3	Main Floor	Capitol Theatre Windsor
2287	6	3	Main Floor	Capitol Theatre Windsor
2288	7	3	Main Floor	Capitol Theatre Windsor
2289	8	3	Main Floor	Capitol Theatre Windsor
2290	9	3	Main Floor	Capitol Theatre Windsor
2291	10	3	Main Floor	Capitol Theatre Windsor
2292	11	3	Main Floor	Capitol Theatre Windsor
2293	12	3	Main Floor	Capitol Theatre Windsor
2294	13	3	Main Floor	Capitol Theatre Windsor
2295	14	3	Main Floor	Capitol Theatre Windsor
2296	15	3	Main Floor	Capitol Theatre Windsor
2297	16	3	Main Floor	Capitol Theatre Windsor
2298	17	3	Main Floor	Capitol Theatre Windsor
2299	18	3	Main Floor	Capitol Theatre Windsor
2300	19	3	Main Floor	Capitol Theatre Windsor
2301	20	3	Main Floor	Capitol Theatre Windsor
2302	21	3	Main Floor	Capitol Theatre Windsor
2303	22	3	Main Floor	Capitol Theatre Windsor
2304	23	3	Main Floor	Capitol Theatre Windsor
2305	24	3	Main Floor	Capitol Theatre Windsor
2306	25	3	Main Floor	Capitol Theatre Windsor
2307	1	4	Main Floor	Capitol Theatre Windsor
2308	2	4	Main Floor	Capitol Theatre Windsor
2309	3	4	Main Floor	Capitol Theatre Windsor
2310	4	4	Main Floor	Capitol Theatre Windsor
2311	5	4	Main Floor	Capitol Theatre Windsor
2312	6	4	Main Floor	Capitol Theatre Windsor
2313	7	4	Main Floor	Capitol Theatre Windsor
2314	8	4	Main Floor	Capitol Theatre Windsor
2315	9	4	Main Floor	Capitol Theatre Windsor
2316	10	4	Main Floor	Capitol Theatre Windsor
2317	11	4	Main Floor	Capitol Theatre Windsor
2318	12	4	Main Floor	Capitol Theatre Windsor
2319	13	4	Main Floor	Capitol Theatre Windsor
2320	14	4	Main Floor	Capitol Theatre Windsor
2321	15	4	Main Floor	Capitol Theatre Windsor
2322	16	4	Main Floor	Capitol Theatre Windsor
2323	17	4	Main Floor	Capitol Theatre Windsor
2324	18	4	Main Floor	Capitol Theatre Windsor
2325	19	4	Main Floor	Capitol Theatre Windsor
2326	20	4	Main Floor	Capitol Theatre Windsor
2327	21	4	Main Floor	Capitol Theatre Windsor
2328	22	4	Main Floor	Capitol Theatre Windsor
2329	23	4	Main Floor	Capitol Theatre Windsor
2330	24	4	Main Floor	Capitol Theatre Windsor
2331	25	4	Main Floor	Capitol Theatre Windsor
2332	1	5	Main Floor	Capitol Theatre Windsor
2333	2	5	Main Floor	Capitol Theatre Windsor
2334	3	5	Main Floor	Capitol Theatre Windsor
2335	4	5	Main Floor	Capitol Theatre Windsor
2336	5	5	Main Floor	Capitol Theatre Windsor
2337	6	5	Main Floor	Capitol Theatre Windsor
2338	7	5	Main Floor	Capitol Theatre Windsor
2339	8	5	Main Floor	Capitol Theatre Windsor
2340	9	5	Main Floor	Capitol Theatre Windsor
2341	10	5	Main Floor	Capitol Theatre Windsor
2342	11	5	Main Floor	Capitol Theatre Windsor
2343	12	5	Main Floor	Capitol Theatre Windsor
2344	13	5	Main Floor	Capitol Theatre Windsor
2345	14	5	Main Floor	Capitol Theatre Windsor
2346	15	5	Main Floor	Capitol Theatre Windsor
2347	16	5	Main Floor	Capitol Theatre Windsor
2348	17	5	Main Floor	Capitol Theatre Windsor
2349	18	5	Main Floor	Capitol Theatre Windsor
2350	19	5	Main Floor	Capitol Theatre Windsor
2351	20	5	Main Floor	Capitol Theatre Windsor
2352	21	5	Main Floor	Capitol Theatre Windsor
2353	22	5	Main Floor	Capitol Theatre Windsor
2354	23	5	Main Floor	Capitol Theatre Windsor
2355	24	5	Main Floor	Capitol Theatre Windsor
2356	25	5	Main Floor	Capitol Theatre Windsor
2357	1	6	Main Floor	Capitol Theatre Windsor
2358	2	6	Main Floor	Capitol Theatre Windsor
2359	3	6	Main Floor	Capitol Theatre Windsor
2360	4	6	Main Floor	Capitol Theatre Windsor
2361	5	6	Main Floor	Capitol Theatre Windsor
2362	6	6	Main Floor	Capitol Theatre Windsor
2363	7	6	Main Floor	Capitol Theatre Windsor
2364	8	6	Main Floor	Capitol Theatre Windsor
2365	9	6	Main Floor	Capitol Theatre Windsor
2366	10	6	Main Floor	Capitol Theatre Windsor
2367	11	6	Main Floor	Capitol Theatre Windsor
2368	12	6	Main Floor	Capitol Theatre Windsor
2369	13	6	Main Floor	Capitol Theatre Windsor
2370	14	6	Main Floor	Capitol Theatre Windsor
2371	15	6	Main Floor	Capitol Theatre Windsor
2372	16	6	Main Floor	Capitol Theatre Windsor
2373	17	6	Main Floor	Capitol Theatre Windsor
2374	18	6	Main Floor	Capitol Theatre Windsor
2375	19	6	Main Floor	Capitol Theatre Windsor
2376	20	6	Main Floor	Capitol Theatre Windsor
2377	21	6	Main Floor	Capitol Theatre Windsor
2378	22	6	Main Floor	Capitol Theatre Windsor
2379	23	6	Main Floor	Capitol Theatre Windsor
2380	24	6	Main Floor	Capitol Theatre Windsor
2381	25	6	Main Floor	Capitol Theatre Windsor
2382	1	7	Main Floor	Capitol Theatre Windsor
2383	2	7	Main Floor	Capitol Theatre Windsor
2384	3	7	Main Floor	Capitol Theatre Windsor
2385	4	7	Main Floor	Capitol Theatre Windsor
2386	5	7	Main Floor	Capitol Theatre Windsor
2387	6	7	Main Floor	Capitol Theatre Windsor
2388	7	7	Main Floor	Capitol Theatre Windsor
2389	8	7	Main Floor	Capitol Theatre Windsor
2390	9	7	Main Floor	Capitol Theatre Windsor
2391	10	7	Main Floor	Capitol Theatre Windsor
2392	11	7	Main Floor	Capitol Theatre Windsor
2393	12	7	Main Floor	Capitol Theatre Windsor
2394	13	7	Main Floor	Capitol Theatre Windsor
2395	14	7	Main Floor	Capitol Theatre Windsor
2396	15	7	Main Floor	Capitol Theatre Windsor
2397	16	7	Main Floor	Capitol Theatre Windsor
2398	17	7	Main Floor	Capitol Theatre Windsor
2399	18	7	Main Floor	Capitol Theatre Windsor
2400	19	7	Main Floor	Capitol Theatre Windsor
2401	20	7	Main Floor	Capitol Theatre Windsor
2402	21	7	Main Floor	Capitol Theatre Windsor
2403	22	7	Main Floor	Capitol Theatre Windsor
2404	23	7	Main Floor	Capitol Theatre Windsor
2405	24	7	Main Floor	Capitol Theatre Windsor
2406	25	7	Main Floor	Capitol Theatre Windsor
2407	1	8	Main Floor	Capitol Theatre Windsor
2408	2	8	Main Floor	Capitol Theatre Windsor
2409	3	8	Main Floor	Capitol Theatre Windsor
2410	4	8	Main Floor	Capitol Theatre Windsor
2411	5	8	Main Floor	Capitol Theatre Windsor
2412	6	8	Main Floor	Capitol Theatre Windsor
2413	7	8	Main Floor	Capitol Theatre Windsor
2414	8	8	Main Floor	Capitol Theatre Windsor
2415	9	8	Main Floor	Capitol Theatre Windsor
2416	10	8	Main Floor	Capitol Theatre Windsor
2417	11	8	Main Floor	Capitol Theatre Windsor
2418	12	8	Main Floor	Capitol Theatre Windsor
2419	13	8	Main Floor	Capitol Theatre Windsor
2420	14	8	Main Floor	Capitol Theatre Windsor
2421	15	8	Main Floor	Capitol Theatre Windsor
2422	16	8	Main Floor	Capitol Theatre Windsor
2423	17	8	Main Floor	Capitol Theatre Windsor
2424	18	8	Main Floor	Capitol Theatre Windsor
2425	19	8	Main Floor	Capitol Theatre Windsor
2426	20	8	Main Floor	Capitol Theatre Windsor
2427	21	8	Main Floor	Capitol Theatre Windsor
2428	22	8	Main Floor	Capitol Theatre Windsor
2429	23	8	Main Floor	Capitol Theatre Windsor
2430	24	8	Main Floor	Capitol Theatre Windsor
2431	25	8	Main Floor	Capitol Theatre Windsor
2432	1	9	Main Floor	Capitol Theatre Windsor
2433	2	9	Main Floor	Capitol Theatre Windsor
2434	3	9	Main Floor	Capitol Theatre Windsor
2435	4	9	Main Floor	Capitol Theatre Windsor
2436	5	9	Main Floor	Capitol Theatre Windsor
2437	6	9	Main Floor	Capitol Theatre Windsor
2438	7	9	Main Floor	Capitol Theatre Windsor
2439	8	9	Main Floor	Capitol Theatre Windsor
2440	9	9	Main Floor	Capitol Theatre Windsor
2441	10	9	Main Floor	Capitol Theatre Windsor
2442	11	9	Main Floor	Capitol Theatre Windsor
2443	12	9	Main Floor	Capitol Theatre Windsor
2444	13	9	Main Floor	Capitol Theatre Windsor
2445	14	9	Main Floor	Capitol Theatre Windsor
2446	15	9	Main Floor	Capitol Theatre Windsor
2447	16	9	Main Floor	Capitol Theatre Windsor
2448	17	9	Main Floor	Capitol Theatre Windsor
2449	18	9	Main Floor	Capitol Theatre Windsor
2450	19	9	Main Floor	Capitol Theatre Windsor
2451	20	9	Main Floor	Capitol Theatre Windsor
2452	21	9	Main Floor	Capitol Theatre Windsor
2453	22	9	Main Floor	Capitol Theatre Windsor
2454	23	9	Main Floor	Capitol Theatre Windsor
2455	24	9	Main Floor	Capitol Theatre Windsor
2456	25	9	Main Floor	Capitol Theatre Windsor
2457	1	10	Main Floor	Capitol Theatre Windsor
2458	2	10	Main Floor	Capitol Theatre Windsor
2459	3	10	Main Floor	Capitol Theatre Windsor
2460	4	10	Main Floor	Capitol Theatre Windsor
2461	5	10	Main Floor	Capitol Theatre Windsor
2462	6	10	Main Floor	Capitol Theatre Windsor
2463	7	10	Main Floor	Capitol Theatre Windsor
2464	8	10	Main Floor	Capitol Theatre Windsor
2465	9	10	Main Floor	Capitol Theatre Windsor
2466	10	10	Main Floor	Capitol Theatre Windsor
2467	11	10	Main Floor	Capitol Theatre Windsor
2468	12	10	Main Floor	Capitol Theatre Windsor
2469	13	10	Main Floor	Capitol Theatre Windsor
2470	14	10	Main Floor	Capitol Theatre Windsor
2471	15	10	Main Floor	Capitol Theatre Windsor
2472	16	10	Main Floor	Capitol Theatre Windsor
2473	17	10	Main Floor	Capitol Theatre Windsor
2474	18	10	Main Floor	Capitol Theatre Windsor
2475	19	10	Main Floor	Capitol Theatre Windsor
2476	20	10	Main Floor	Capitol Theatre Windsor
2477	21	10	Main Floor	Capitol Theatre Windsor
2478	22	10	Main Floor	Capitol Theatre Windsor
2479	23	10	Main Floor	Capitol Theatre Windsor
2480	24	10	Main Floor	Capitol Theatre Windsor
2481	25	10	Main Floor	Capitol Theatre Windsor
2482	1	11	Main Floor	Capitol Theatre Windsor
2483	2	11	Main Floor	Capitol Theatre Windsor
2484	3	11	Main Floor	Capitol Theatre Windsor
2485	4	11	Main Floor	Capitol Theatre Windsor
2486	5	11	Main Floor	Capitol Theatre Windsor
2487	6	11	Main Floor	Capitol Theatre Windsor
2488	7	11	Main Floor	Capitol Theatre Windsor
2489	8	11	Main Floor	Capitol Theatre Windsor
2490	9	11	Main Floor	Capitol Theatre Windsor
2491	10	11	Main Floor	Capitol Theatre Windsor
2492	11	11	Main Floor	Capitol Theatre Windsor
2493	12	11	Main Floor	Capitol Theatre Windsor
2494	13	11	Main Floor	Capitol Theatre Windsor
2495	14	11	Main Floor	Capitol Theatre Windsor
2496	15	11	Main Floor	Capitol Theatre Windsor
2497	16	11	Main Floor	Capitol Theatre Windsor
2498	17	11	Main Floor	Capitol Theatre Windsor
2499	18	11	Main Floor	Capitol Theatre Windsor
2500	19	11	Main Floor	Capitol Theatre Windsor
2501	20	11	Main Floor	Capitol Theatre Windsor
2502	21	11	Main Floor	Capitol Theatre Windsor
2503	22	11	Main Floor	Capitol Theatre Windsor
2504	23	11	Main Floor	Capitol Theatre Windsor
2505	24	11	Main Floor	Capitol Theatre Windsor
2506	25	11	Main Floor	Capitol Theatre Windsor
2507	1	12	Main Floor	Capitol Theatre Windsor
2508	2	12	Main Floor	Capitol Theatre Windsor
2509	3	12	Main Floor	Capitol Theatre Windsor
2510	4	12	Main Floor	Capitol Theatre Windsor
2511	5	12	Main Floor	Capitol Theatre Windsor
2512	6	12	Main Floor	Capitol Theatre Windsor
2513	7	12	Main Floor	Capitol Theatre Windsor
2514	8	12	Main Floor	Capitol Theatre Windsor
2515	9	12	Main Floor	Capitol Theatre Windsor
2516	10	12	Main Floor	Capitol Theatre Windsor
2517	11	12	Main Floor	Capitol Theatre Windsor
2518	12	12	Main Floor	Capitol Theatre Windsor
2519	13	12	Main Floor	Capitol Theatre Windsor
2520	14	12	Main Floor	Capitol Theatre Windsor
2521	15	12	Main Floor	Capitol Theatre Windsor
2522	16	12	Main Floor	Capitol Theatre Windsor
2523	17	12	Main Floor	Capitol Theatre Windsor
2524	18	12	Main Floor	Capitol Theatre Windsor
2525	19	12	Main Floor	Capitol Theatre Windsor
2526	20	12	Main Floor	Capitol Theatre Windsor
2527	21	12	Main Floor	Capitol Theatre Windsor
2528	22	12	Main Floor	Capitol Theatre Windsor
2529	23	12	Main Floor	Capitol Theatre Windsor
2530	24	12	Main Floor	Capitol Theatre Windsor
2531	25	12	Main Floor	Capitol Theatre Windsor
2532	1	13	Main Floor	Capitol Theatre Windsor
2533	2	13	Main Floor	Capitol Theatre Windsor
2534	3	13	Main Floor	Capitol Theatre Windsor
2535	4	13	Main Floor	Capitol Theatre Windsor
2536	5	13	Main Floor	Capitol Theatre Windsor
2537	6	13	Main Floor	Capitol Theatre Windsor
2538	7	13	Main Floor	Capitol Theatre Windsor
2539	8	13	Main Floor	Capitol Theatre Windsor
2540	9	13	Main Floor	Capitol Theatre Windsor
2541	10	13	Main Floor	Capitol Theatre Windsor
2542	11	13	Main Floor	Capitol Theatre Windsor
2543	12	13	Main Floor	Capitol Theatre Windsor
2544	13	13	Main Floor	Capitol Theatre Windsor
2545	14	13	Main Floor	Capitol Theatre Windsor
2546	15	13	Main Floor	Capitol Theatre Windsor
2547	16	13	Main Floor	Capitol Theatre Windsor
2548	17	13	Main Floor	Capitol Theatre Windsor
2549	18	13	Main Floor	Capitol Theatre Windsor
2550	19	13	Main Floor	Capitol Theatre Windsor
2551	20	13	Main Floor	Capitol Theatre Windsor
2552	21	13	Main Floor	Capitol Theatre Windsor
2553	22	13	Main Floor	Capitol Theatre Windsor
2554	23	13	Main Floor	Capitol Theatre Windsor
2555	24	13	Main Floor	Capitol Theatre Windsor
2556	25	13	Main Floor	Capitol Theatre Windsor
2557	1	14	Main Floor	Capitol Theatre Windsor
2558	2	14	Main Floor	Capitol Theatre Windsor
2559	3	14	Main Floor	Capitol Theatre Windsor
2560	4	14	Main Floor	Capitol Theatre Windsor
2561	5	14	Main Floor	Capitol Theatre Windsor
2562	6	14	Main Floor	Capitol Theatre Windsor
2563	7	14	Main Floor	Capitol Theatre Windsor
2564	8	14	Main Floor	Capitol Theatre Windsor
2565	9	14	Main Floor	Capitol Theatre Windsor
2566	10	14	Main Floor	Capitol Theatre Windsor
2567	11	14	Main Floor	Capitol Theatre Windsor
2568	12	14	Main Floor	Capitol Theatre Windsor
2569	13	14	Main Floor	Capitol Theatre Windsor
2570	14	14	Main Floor	Capitol Theatre Windsor
2571	15	14	Main Floor	Capitol Theatre Windsor
2572	16	14	Main Floor	Capitol Theatre Windsor
2573	17	14	Main Floor	Capitol Theatre Windsor
2574	18	14	Main Floor	Capitol Theatre Windsor
2575	19	14	Main Floor	Capitol Theatre Windsor
2576	20	14	Main Floor	Capitol Theatre Windsor
2577	21	14	Main Floor	Capitol Theatre Windsor
2578	22	14	Main Floor	Capitol Theatre Windsor
2579	23	14	Main Floor	Capitol Theatre Windsor
2580	24	14	Main Floor	Capitol Theatre Windsor
2581	25	14	Main Floor	Capitol Theatre Windsor
2582	1	15	Main Floor	Capitol Theatre Windsor
2583	2	15	Main Floor	Capitol Theatre Windsor
2584	3	15	Main Floor	Capitol Theatre Windsor
2585	4	15	Main Floor	Capitol Theatre Windsor
2586	5	15	Main Floor	Capitol Theatre Windsor
2587	6	15	Main Floor	Capitol Theatre Windsor
2588	7	15	Main Floor	Capitol Theatre Windsor
2589	8	15	Main Floor	Capitol Theatre Windsor
2590	9	15	Main Floor	Capitol Theatre Windsor
2591	10	15	Main Floor	Capitol Theatre Windsor
2592	11	15	Main Floor	Capitol Theatre Windsor
2593	12	15	Main Floor	Capitol Theatre Windsor
2594	13	15	Main Floor	Capitol Theatre Windsor
2595	14	15	Main Floor	Capitol Theatre Windsor
2596	15	15	Main Floor	Capitol Theatre Windsor
2597	16	15	Main Floor	Capitol Theatre Windsor
2598	17	15	Main Floor	Capitol Theatre Windsor
2599	18	15	Main Floor	Capitol Theatre Windsor
2600	19	15	Main Floor	Capitol Theatre Windsor
2601	20	15	Main Floor	Capitol Theatre Windsor
2602	21	15	Main Floor	Capitol Theatre Windsor
2603	22	15	Main Floor	Capitol Theatre Windsor
2604	23	15	Main Floor	Capitol Theatre Windsor
2605	24	15	Main Floor	Capitol Theatre Windsor
2606	25	15	Main Floor	Capitol Theatre Windsor
2607	1	16	Main Floor	Capitol Theatre Windsor
2608	2	16	Main Floor	Capitol Theatre Windsor
2609	3	16	Main Floor	Capitol Theatre Windsor
2610	4	16	Main Floor	Capitol Theatre Windsor
2611	5	16	Main Floor	Capitol Theatre Windsor
2612	6	16	Main Floor	Capitol Theatre Windsor
2613	7	16	Main Floor	Capitol Theatre Windsor
2614	8	16	Main Floor	Capitol Theatre Windsor
2615	9	16	Main Floor	Capitol Theatre Windsor
2616	10	16	Main Floor	Capitol Theatre Windsor
2617	11	16	Main Floor	Capitol Theatre Windsor
2618	12	16	Main Floor	Capitol Theatre Windsor
2619	13	16	Main Floor	Capitol Theatre Windsor
2620	14	16	Main Floor	Capitol Theatre Windsor
2621	15	16	Main Floor	Capitol Theatre Windsor
2622	16	16	Main Floor	Capitol Theatre Windsor
2623	17	16	Main Floor	Capitol Theatre Windsor
2624	18	16	Main Floor	Capitol Theatre Windsor
2625	19	16	Main Floor	Capitol Theatre Windsor
2626	20	16	Main Floor	Capitol Theatre Windsor
2627	21	16	Main Floor	Capitol Theatre Windsor
2628	22	16	Main Floor	Capitol Theatre Windsor
2629	23	16	Main Floor	Capitol Theatre Windsor
2630	24	16	Main Floor	Capitol Theatre Windsor
2631	25	16	Main Floor	Capitol Theatre Windsor
2632	1	17	Main Floor	Capitol Theatre Windsor
2633	2	17	Main Floor	Capitol Theatre Windsor
2634	3	17	Main Floor	Capitol Theatre Windsor
2635	4	17	Main Floor	Capitol Theatre Windsor
2636	5	17	Main Floor	Capitol Theatre Windsor
2637	6	17	Main Floor	Capitol Theatre Windsor
2638	7	17	Main Floor	Capitol Theatre Windsor
2639	8	17	Main Floor	Capitol Theatre Windsor
2640	9	17	Main Floor	Capitol Theatre Windsor
2641	10	17	Main Floor	Capitol Theatre Windsor
2642	11	17	Main Floor	Capitol Theatre Windsor
2643	12	17	Main Floor	Capitol Theatre Windsor
2644	13	17	Main Floor	Capitol Theatre Windsor
2645	14	17	Main Floor	Capitol Theatre Windsor
2646	15	17	Main Floor	Capitol Theatre Windsor
2647	16	17	Main Floor	Capitol Theatre Windsor
2648	17	17	Main Floor	Capitol Theatre Windsor
2649	18	17	Main Floor	Capitol Theatre Windsor
2650	19	17	Main Floor	Capitol Theatre Windsor
2651	20	17	Main Floor	Capitol Theatre Windsor
2652	21	17	Main Floor	Capitol Theatre Windsor
2653	22	17	Main Floor	Capitol Theatre Windsor
2654	23	17	Main Floor	Capitol Theatre Windsor
2655	24	17	Main Floor	Capitol Theatre Windsor
2656	25	17	Main Floor	Capitol Theatre Windsor
2657	1	18	Main Floor	Capitol Theatre Windsor
2658	2	18	Main Floor	Capitol Theatre Windsor
2659	3	18	Main Floor	Capitol Theatre Windsor
2660	4	18	Main Floor	Capitol Theatre Windsor
2661	5	18	Main Floor	Capitol Theatre Windsor
2662	6	18	Main Floor	Capitol Theatre Windsor
2663	7	18	Main Floor	Capitol Theatre Windsor
2664	8	18	Main Floor	Capitol Theatre Windsor
2665	9	18	Main Floor	Capitol Theatre Windsor
2666	10	18	Main Floor	Capitol Theatre Windsor
2667	11	18	Main Floor	Capitol Theatre Windsor
2668	12	18	Main Floor	Capitol Theatre Windsor
2669	13	18	Main Floor	Capitol Theatre Windsor
2670	14	18	Main Floor	Capitol Theatre Windsor
2671	15	18	Main Floor	Capitol Theatre Windsor
2672	16	18	Main Floor	Capitol Theatre Windsor
2673	17	18	Main Floor	Capitol Theatre Windsor
2674	18	18	Main Floor	Capitol Theatre Windsor
2675	19	18	Main Floor	Capitol Theatre Windsor
2676	20	18	Main Floor	Capitol Theatre Windsor
2677	21	18	Main Floor	Capitol Theatre Windsor
2678	22	18	Main Floor	Capitol Theatre Windsor
